Continent,Region,Subregion,Stock,Group,Name,ScientificName,SpecCode,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,MSYBtrigger,Fmsy,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.hi,btype,e.creep,force.cmsy,Comments,
North America,PSC; IPHC; NPAFC; IATTC,"Oregon, Washington, Vancouver Coast and Shelf and Northern California",Seba_goo_OregonWashingtonVancouverNCalifornia,Medium demersals (30 - 89 cm),"Chilipepper rockfish in Oregon, Washington, Vancouver Coast and Shelf and Northern California",Sebastes goodei,,"Field, J.C., et al. (2015) Status of the chilipepper rockfish, Sebastes goodei, in the California Current for 2015. Pacific Fishery Management Council, Portland, OR. Retrieved https://www.pcouncil.org/documents/2017/06/2017-lingcod-stock-assessment.pdf/",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.8,1,NA,NA,NA,0.02,0.3,CPUE,NA,F,RF OK,
Oceania,CCSBT; WCPFC,New Zealand,Seri_pun_NewZealand,Medium benthopelagics (30 - 89 cm),Silver warehou in New Zealand,Seriolella punctata,,"McGregor, V. (2016) Fishery characterisation and standardised CPUE analyses for silver warehou (Seriolella punctata) in SWA 1, 3 and 4, 1997�98 to 2010�11. In: New Zealand Fisheries Assessment Report: Ministry for Primary Industries [online]. Accessed [22 September 2020]. Retrieved https://fs.fish.govt.nz/Doc/24004/FAR-2016-07-Silver-Warehou-characterisation.pdf.ashx",1974,2018,1974,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.7,NA,NA,NA,0.1,0.5,CPUE,NA,F,http://fs.fish.govt.nz/Page.aspx?pk=113&dk=24004. Catch from New Zealand EEZ. RF OK,
Oceania,CCSBT; IOTC; WCPFC; SPRFMO,"Leeuwin, Great Australian Bight, South Australian Gulfs, Western Bassian, Bassian, Cape Howe and Manning-Hawkesbury",Seri_pun_SAustralia,Medium benthopelagics (30 - 89 cm),"Silver warehou in Leeuwin, Great Australian Bight, South Australian Gulfs, Western Bassian, Bassian, Cape Howe and Manning-Hawkesbury",Seriolella punctata,,"Helidoniotis, F., et al. (2018) Chapter 9: Commonwealth trawl and scalefish hook sectors. pp. 136-229. In: H. Patterson, J. Larcombe, S. Nicol, and R. Curtotti (eds.) Fishery Status Reports 2018. Australian Bureau of Agricultural and Resource Economics and Sciences, Canberra. CC BY 4.0.",1950,2018,1980,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.8,1,NA,NA,NA,0.03,0.3,CPUE,NA,F,"Catch includes multiple marine ecoregions: Leeuwin, Cape Howe, Manning-Hawkesbury, Bassian, Western Bassian, Great Australia Bight, and South Australia Gulfs. Check catch disaggregation 1980s and earlier. CPUE from RAM. RF OK",
North America,Pacific Highly Migratory,North Pacific,Shortfin mako - North Pacific,NA,Shortfin mako,Isurus oxyrinchus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1975,2007,1975,2000,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.109907,0.539628,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis,
North America,Northeast Shelf,Southern Georges Bank / Mid-Atlantic,Silver hake - Southern Georges Bank / Mid-Atlantic,NA,Silver hake,Merluccius bilinearis,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1963,2016,1963,2016,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.246764,0.560828,0.7,0.8,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Survey Abundance,
Global,Indian Ocean,NA,skj.io,NA,Skipjack,Katsuwonus pelamis,,https://www.iotc.org/sites/default/files/documents/2020/07/IOTC-2020-WPTT22DP-RE.pdf,1950,2019,1950,2019,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.9,1,NA,NA,NA,0.04,0.4,CPUE,NA,FALSE,2020 WPPT IOTC Stock Synthesis reference runs with effort creeps assumptions 1.5% p.a. RF OK,
North America,Atlantic Highly Migratory,Atlantic,Smooth dogfish - Atlantic,NA,Smooth dogfish,Mustelus canis,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1981,2012,1981,2000,NA,NA,NA,NA,NA,NA,0.128999993205071,NA,Low,NA,NA,0.7,0.9,NA,NA,NA,0.03,0.3,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis. RF OK,
North America,Northeast Shelf,Gulf of Maine,Smooth skate - Gulf of Maine,NA,Smooth skate,Malacoraja senta,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1968,2018,1968,2010,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Survey Abundance,
North America,Alaska Ecosystem Complex,Bering Sea,Snow crab - Bering Sea,NA,Snow crab,Chionoecetes opilio,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1982,2018,1982,2015,NA,NA,NA,NA,NA,NA,29.7000007629394,NA,Medium,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Custom SCAL,
North America,Southeast Shelf,Southern Atlantic Coast,Snowy grouper - Southern Atlantic Coast,NA,Snowy grouper,Epinephelus niveatus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1974,2012,1974,2010,NA,NA,NA,NA,NA,NA,0.143999993801117,NA,Medium,NA,NA,0.6,0.7,NA,NA,NA,0.03,0.25,CPUE,NA,FALSE,NOAA Assessment model: Beaufort Assessment Model. RF OK,
Europe,Northern Europe,NA,sol.27.20-24,NA,Sole (Solea solea) in subdivisions 20-24 (Skagerrak and Kattegat. western Baltic Sea),Solea solea,,https://standardgraphs.ices.dk/stockList.aspx,1984,2020,1984,2019,0.315,0.23,1850,2600,NA,2600,0.23,NA,Medium,0.333735,0.758488,0.01,0.1,NA,NA,NA,0.03,0.4,CPUE,NA,FALSE,F-age: 4-8 ; type of abundance: SSB. RF OK,
Europe,Northern Europe,NA,sol.27.4,NA,Sole (Solea solea) in Subarea 4 (North Sea),Solea solea,,https://standardgraphs.ices.dk/stockList.aspx,1957,2020,1957,2019,0.4196,0.3019,30828,42838,NA,42838,0.2072,NA,Medium,0.333735,0.758488,0.3,0.4,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: SSB,
Europe,Northern Europe,NA,sol.27.7a,NA,Sole (Solea solea) in Division 7.a (Irish Sea),Solea solea,,https://standardgraphs.ices.dk/stockList.aspx,1970,2020,1970,2015,0.29,0.21,2500,3500,NA,3500,0.2,NA,Medium,0.333735,0.758488,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 4-7 ; type of abundance: SSB,
Europe,Northern Europe,NA,sol.27.7e,NA,Sole (Solea solea) in Division 7.e (western English Channel),Solea solea,,https://standardgraphs.ices.dk/stockList.aspx,1969,2020,1969,2019,0.44,0.32,2000,2900,NA,2900,0.29,NA,Medium,0.333735,0.758488,0.15,0.25,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 3-9 ; type of abundance: SSB,
Europe,Northern Europe,NA,sol.27.7fg,NA,Sole (Solea solea) in divisions 7.f and 7.g (Bristol Channel. Celtic Sea),Solea solea,,https://standardgraphs.ices.dk/stockList.aspx,1971,2021,1971,2016,0.543,0.388,2184,3057,NA,3057,0.251,NA,Medium,0.333735,0.758488,0.45,0.55,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 3-8 ; type of abundance: SSB,
Europe,Northern Europe,NA,sol.27.8ab,NA,Sole (Solea solea) in divisions 8.a-b (northern and central Bay of Biscay),Solea solea,,https://standardgraphs.ices.dk/stockList.aspx,1984,2020,1984,2019,0.6,0.43,7600,10600,NA,10600,0.33,NA,Medium,0.333735,0.758488,0.25,0.35,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 3-6 ; type of abundance: ,
North America,Alaska Ecosystem Complex,Bering Sea,Southern Tanner crab - Bering Sea,NA,Southern Tanner crab,Chionoecetes bairdi,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1965,2018,1970,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Custom SCAL,
North America,Gulf of Mexico,Gulf of Mexico,Spanish mackerel - Gulf of Mexico,NA,Spanish mackerel,Scomberomorus maculatus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1886,2011,1946,2005,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.85,0.95,NA,NA,NA,0.04,0.4,CPUE,NA,FALSE,NOAA Assessment model: SS3. RF OK,
North America,Northeast Shelf,Atlantic Coast,Spiny dogfish - Atlantic Coast,NA,Spiny dogfish,Squalus acanthias,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1989,2017,1991,2017,NA,NA,NA,NA,NA,NA,NA,NA,Very low,0.0387694,0.122044,0.45,0.55,NA,NA,NA,0.03,0.3,CPUE,NA,FALSE,NOAA Assessment model: SCAL. RF OK,
North America,California Current,Pacific Coast,Spiny dogfish - Pacific Coast,NA,Spiny dogfish,Squalus acanthias,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1916,2010,1950,2010,NA,NA,NA,NA,NA,NA,NA,NA,Very low,0.0387694,0.122044,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis,
North America,California Current,Pacific Coast,Splitnose rockfish - Pacific Coast,NA,Splitnose rockfish,Sebastes diploproa,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1900,2008,1969,1999,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis,
Europe,Northern Europe,NA,spr.27.22-32,NA,Sprat (Sprattus sprattus) in subdivisions 22-32 (Baltic Sea),Sprattus sprattus,,https://standardgraphs.ices.dk/stockList.aspx,1974,2020,1974,2013,0.63,0.45,410000,570000,NA,570000,0.31,NA,Medium,0.323438,0.735085,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 3-5 ; type of abundance: SSB,
Europe,Northern Europe,NA,spr.27.3a4,NA,Sprat (Sprattus sprattus) in Division 3.a and Subarea 4 (Skagerrak. Kattegat and North Sea),Sprattus sprattus,,https://standardgraphs.ices.dk/stockList.aspx,1974,2020,1974,2019,NA,NA,94000,125000,NA,NA,NA,NA,Medium,0.323438,0.735085,0.7,0.8,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 1-2 ; type of abundance: SSB,
North America,Pacific Highly Migratory,Western and Central North Pacific,Striped marlin - Western and Central North Pacific,NA,Striped marlin,Kajikia audax,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1974,2013,1975,2013,NA,NA,NA,NA,NA,NA,0.629999995231628,NA,Low,0.115961,0.400316,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis 3,
North America,NAFO; NASCO; ICCAT,Gulf of St. Lawrence - Eastern Scotian Shelf,Stro_dro_StLawrence,Other demersal invertebrates,Green sea urchin in Gulf of St. Lawrence - Eastern Scotian Shelf,Strongylocentrotus droebachiensis,,DFO (2015) Assessment of the green sea urchin fishery in the northern Estuary and Gulf of St. Lawrence in 2015. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2016/054. 14 p.,1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.4,0.8,NA,NA,NA,0.3,0.7,CPUE,NA,F,"Set resilience to Medium as default. Set endbio to 0.4-0.8 to reflect low catches, increasing cpue. RF OK",
Global,Indian Ocean,NA,swo.io,NA,Swordfish,Xiphias gladius,,https://iotc.org/sites/default/files/documents/2020/08/IOTC-2020-WPB18-18.pdf,1950,2018,1980,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.85,0.95,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,2020 WPB IOTC JABBA reference run. RF OK,
Global,Mediterranian Sea,NA,swo.med,NA,Swordfish,Xiphias gladius,,https://www.iccat.int/Documents/Meetings/Docs/2020/REPORTS/2020_SWO_MED_ENG.pdf,1950,2018,1970,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.7,0.9,NA,NA,NA,0.03,0.3,CPUE,NA,FALSE,Median of two JABBA scenarios as used in ICCAT advice. RF OK,
Global,South Atlantic,NA,swo.satl,NA,Swordfish,Xiphias gladius,,https://www.sciencedirect.com/science/article/pii/S0165783618300845,1950,2015,1980,2013,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.85,0.95,NA,NA,NA,NA,NA,CPUE,NA,FALSE,2017 JABBA assessment,
North America,Pacific Highly Migratory,Eastern Pacific,Swordfish - Eastern Pacific,NA,Swordfish,Xiphias gladius,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1951,2012,1963,2009,NA,NA,NA,NA,NA,NA,0.180000007152557,NA,Medium,0.372212,0.845937,0.6,0.7,NA,NA,NA,0.3,0.7,CPUE,NA,FALSE,NOAA Assessment model: Bayesian state-space production model. RF OK,
North America,PSC; IPHC; IATTC; NPAFC,"North American Pacific Fijordland, Oregon, Washington, Vancouver Coast and Shelf and Puget Trough/Georgia Basin",Thal_pac_CanadaPacific,Small pelagics (<30 cm),"Eulachon in North American Pacific Fijordland, Oregon, Washington, Vancouver Coast and Shelf and Puget Trough/Georgia Basin",Thaleichthys pacificus,,DFO (2015) Recovery potential assessment for Eulachon � Fraser River designatable unit. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2015/002. 11 p.,1950,2014,1950,2014,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.7,NA,NA,NA,0.02,0.4,CPUE,NA,F,RF OK,
Asia,WCPFC,Sea of Japan/East Sea,Ther_cha_JapanSea,Medium benthopelagics (30 - 89 cm),Alaska pollock in Sea of Japan/East Sea,Theragra chalcogramma,,"Yamashita, Y., et al. (2019) Stock assessment and evaluation of Theragro chalcogramma in northern Sea of Japan (fiscal year 2018). pp. 310-376. In: Marine Fisheries Stock Assessment and Evaluation for Japanese Waters (fiscal year2018/2019). Fisheries Agency and Fisheries Research and Education Agency of Japan.",1950,2018,1982,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.21,0.5,0.5,0.7,NA,NA,NA,0.02,0.2,CPUE,NA,F,CPUE from Total Biomass. RF OK,
Asia,WCPFC,Sea of Okhotsk,Ther_cha_Okhotsk,Medium benthopelagics (30 - 89 cm),Alaska pollock in Sea of Okhotsk,Theragra chalcogramma,,"Ricard, D., et al. (2012) Examining the knowledge base and status of commercially exploited marine species with the RAM Legacy Stock Assessment Database. Fish and Fisheries 13(4):380-398.",1950,2018,1962,2018,NA,NA,NA,NA,NA,NA,0.24,NA,Low,0.21,0.5,0.01,0.4,NA,NA,NA,0.05,0.4,CPUE,NA,F,Set intermediate biomass prior to CPUE level. 77.5% of catch. 39.2% discards. Source from RAM database. Stbio is set at 0.01-0.2 but no reason in Notes. Confirmt that the stock was depleted in 1950. RF OK,
North America,Northeast Shelf,Gulf of Maine,Thorny skate - Gulf of Maine,NA,Thorny skate,Amblyraja radiata,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1968,2018,1968,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Index Method,
,IOTC,NA,Thun_ala_Indian,,Albacore Tuna,Thunnus alalunga,,https://www.iotc.org/node/3379,1950,2017,1979,2014,NA,NA,NA,NA,NA,NA,0.07,NA,Low,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,F,"Catch of 2017 used for period assessed, more reference points:  SB2014/SB1950: 0.37 (0.28-0.46), trends in CPUE suggest biomass has declined to around 65% of the levels observed in 1980-82. Only found catch from 1950-2015. SBmsy used.  (http://www.iotc.org/sites/default/files/documents/science/species_summaries/english/Albacore%20Supporting%20Information.pdf)",
,WCPFC; IATTC,NA,Thun_ala_NPacific,,Albacore tuna,Thunnus alalunga,,"WCPFC Stock Assessment of Albacore Tuna in the North Pacific Ocean in August, 2020 https://www.wcpfc.int/node/47312",1994,2018,1996,2018,NA,NA,NA,NA,NA,NA,0.8333,NA,Low,NA,NA,0.45,0.55,NA,NA,NA,NA,NA,CPUE,NA,F,"Stock distributed in FAO 61, 67, 77, 87. SSBMSY used as a proxy for BMSY. Stock: The north Pacific albacore tuna (Thunnus alalunga) stock area consists of all waters in the Pacific Ocean north of the equator to 55 �N. All available fishery data from this area were used for the stock assessment, under the assumption that there is instantaneous mixing of albacore on a quarterly basis, i.e., a single well-mixed stock.",
,IOTC,NA,Thun_alb_Indian,,Yellowfin Tuna,Thunnus albacares,,https://www.iotc.org/node/3379,1950,2017,1979,2015,NA,NA,NA,NA,NA,NA,0.15,NA,Low,NA,NA,0.85,0.95,NA,NA,NA,NA,NA,CPUE,NA,F,"Catch of stock assessed in 2017, catch time series values taken from https://www.iotc.org/sites/default/files/documents/science/species_summaries/english/Yellowfin_tuna_Supporting_information.pdf (from 1950-2016)",
,WCPFC,NA,Thun_alb_WPacific,,Yellowfin tuna,Thunnus albacares,,"WCPFC Stock assessment of yellowfin tuna in the western and central Pacific Ocean August, 2020  https://www.researchgate.net/publication/343850084_Stock_assessment_of_yellowfin_tuna_in_the_western_and_central_Pacific_Ocean",1952,2018,1952,2018,NA,NA,NA,NA,NA,NA,0.105,NA,Low,NA,NA,0.9,1,NA,NA,NA,NA,NA,CPUE,NA,F,"SSBMSY used as a proxy for BMSY. B last year was derived using B/Bmsy and Bmsy values. In this case, it represents SB latest.",
,WCPFC,NA,Thun_obe_WCPacific,,Bigeye tuna,Thunnus obesus,,"WCPFC Stock assessment of bigeye tuna in the western and central Pacific Ocean August, 2017 https://www.wcpfc.int/node/29518",1952,2015,1951,2015,NA,NA,NA,NA,NA,NA,0.05,NA,Low,NA,NA,0.9,1,NA,NA,NA,NA,NA,CPUE,NA,F,"SSBMSY used as a proxy for BMSY. Data was taken from Table 6: Summary of reference points over all 48 individual models in the structural uncertainty grid. Mean values reported herein. B last year was derived using B/Bmsy and Bmsy values. In this case, it represents SB latest.",
Africa,ICCAT,Namaqua,Thyr_atu_Namaqua,Large benthopelagics (>=90 cm),Snoek in Namaqua,Thyrsites atun,,"Kerwath, S., et al. (2017) The 2017 assessment of snoek (Thyrsites atun) for the South African linefishery. FISHERIES/LSWG/2017/06. Cape Town, South Africa: Department of Agriculture, Forestry and Fisheries.",1950,2018,1987,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.35,0.8,0.1,0.5,NA,NA,NA,0.2,0.6,CPUE,NA,F,RF OK,
North America,Northeast Shelf,Mid-Atlantic Coast,Tilefish - Mid-Atlantic Coast,NA,Tilefish,Lopholatilus chamaeleonticeps,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1971,2016,1971,2010,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: ASAP,
North America,Southeast Shelf,Southern Atlantic Coast,Tilefish - Southern Atlantic Coast,NA,Tilefish,Lopholatilus chamaeleonticeps,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1962,2014,1970,2014,NA,NA,NA,NA,NA,NA,0.236000001430511,NA,Low,NA,NA,0.9,1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: BAM,
Africa,CCSBT; IOTC,Agulhas Bank,Trac_cap_Agulhas,Medium pelagics (30 - 89 cm),Cape horse mackerel in Agulhas Bank,Trachurus capensis,,"Barange, M., et al. (1998) Distribution patterns, stock sie and life-history strategies of cape horse mackerel Trachurus Trachurus capensis, based on bottom trawl and acoustic surveys. South African Journal of Marine Science 19(1):433-447.",1950,2018,1955,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.7,NA,NA,NA,0.04,0.3,CPUE,NA,F,Check spike in catch in 1980s. RF OK,
Europe,GFCM; ICCAT,Black Sea,Trac_med_BlackSea,Medium pelagics (30 - 89 cm),Mediterranean horse mackerel in Black Sea,Trachurus mediterraneus,,"STECF (2012) Assessment of Black Sea Stocks (STECF-12-15). Publications Office of the European Union, Luxembourg, EUR 25580 EN.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.33,0.76,0.8,1,NA,NA,NA,0.04,0.2,CPUE,NA,F,Check catch decline in 1990s. RF OK,
Europe,ICCAT,Azores Canaries Madeira,Trac_pic_AzoresCanariesMadeira,Medium benthopelagics (30 - 89 cm),Blue jack mackerel in Azores Canaries Madeira,Trachurus picturatus,,"ICES (2016) Blue jack mackerel (Trachurus picturatus) in Subdivision 10.a.2 (Azores). ICES Advice 2016, Book 7.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.32,0.73,0.4,0.8,NA,NA,NA,0.04,0.4,CPUE,NA,F,No fisheries reference points given but stock status assumed stable (ICES). Medium resilience was used for CMSY analysis as opposed to r range. Purse seine CPUE of juveniles for Azores. RF OK 27/02/18. RF OK,
Asia,WCPFC,Central Kuroshio Current,Tric_lep_CKuroshio,Large benthopelagics (>=90 cm),Largehead hairtail in Central Kuroshio Current,Trichiurus lepturus,,"Watari, S., et al. (2017) Stock structure and resource management of hairtail Trichiurus japonicus based on seasonal broods around the Bungo Channel, Japan. Fisheries Science 83(6):865-878.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.7,0.9,NA,NA,NA,0.04,0.4,CPUE,NA,F,RF OK,
Asia,WCPFC,East China Sea and Yellow Sea,Tric_lep_EChinaYellow,Large benthopelagics (>=90 cm),Largehead hairtail in East China Sea and Yellow Sea,Trichiurus lepturus,,"Zhang, C-I., et al. (2019) Exploitable carrying capacity and potential biomass yeild of sectors in the East China Sea, Yellow Sea and East Sea/Sea of Japan large marine ecosystems. Deep-Sea Research Part II 163:16-28.",1950,2018,1970,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.5,0.8,NA,NA,NA,0.04,0.4,CPUE,NA,F,"Set start biomass to 0.8-1 and end biomass to 0.2-0.6. Zhang et al. (2018) also present CMSY analyses. Catch includes East China Sea and Yellow Sea marine ecoregions. CPUE recommended. Rainer suggests setting start year to first year of CPUE data, set start year to 1966. set int. bio for 2005 to 0.1-0.5. RF OK",
Asia,IOTC,Eastern India,Tric_lep_EIndia,Large benthopelagics (>=90 cm),Largehead hairtail in Eastern India,Trichiurus lepturus,,"Abdussamad, E.M., et al. (2006) The ribbonfish fishery and stock assessment of Trichiurus lepturus Linnaeus off Kakinada, east coast of India. Journal of the Marine Biological Association of India 48(1):41-45.",1973,2018,1973,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.8,1,NA,NA,NA,0.03,0.25,CPUE,NA,F,RF OK,
Europe,Northern Europe,NA,tur.27.4,NA,Turbot (Scophthalmus maximus) in Subarea 4 (North Sea),Scophthalmus maximus,,https://standardgraphs.ices.dk/stockList.aspx,1981,2020,1981,2019,0.61,0.47,2974,4163,NA,6353,0.36,NA,Medium,0.327746,0.744878,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: SSB,
North America,NAFO; NASCO; ICCAT,Scotian Shelf,Urop_chu_ScotianShelf,Medium demersals (30 - 89 cm),Red hake in Scotian Shelf,Urophycis chuss,,DFO (2018) Maritimes research vessel survey trends on the Scotian Shelf and Bay of Fundy. DFO Can. Sci. Advis. Sec. Sci. Resp. 2018/021. 84 p.,1960,2017,1960,2017,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.8,1,NA,NA,NA,0.03,0.2,CPUE,NA,F,RF OK,
North America,NAFO; NASCO; ICCAT,"Scotian Shelf, Gulf of St. Lawrence - Eastern Scotian Shelf, Southern Grand Banks - South Newfoundland and Northern Grand Banks - Southern Labrador",Urop_ten_CanadaEastCoast,Large demersals (>=90 cm),"White hake in Scotian Shelf, Gulf of St. Lawrence - Eastern Scotian Shelf, Southern Grand Banks - South Newfoundland and Northern Grand Banks - Southern Labrador",Urophycis tenuis,,"Ricard, D., et al. (2012) Examining the knowledge base and status of commercially exploited marine species with the RAM Legacy Stock Assessment Database. Fish and Fisheries 13(4):380-398.; Simpson, M.R., et al. (2013) An assessment of white hake (Urophycis tenuis, Mitchill 1815) in NAFO divisions 3N, 3O, and subdivision 3Ps. NAFO Sci. Coun. Res. Doc. 15/023. 32 p. Serial No. N6447.; DFO (2002) White hake in 4VWX and 5. DFO Stock Status Reports A3-10(2002).",1950,2018,1970,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.35,0.81,0.01,0.3,NA,NA,NA,0.01,0.4,CPUE,NA,F,"Bcrumb used. Adjusted int. bio. Year to 1983, 0.3-0.7. RF OK",
Europe,Northern Europe,NA,usk.27.5a14,NA,Tusk (Brosme brosme) in Subarea 14 and Division 5.a (East Greenland. and Iceland grounds),Brosme brosme,,https://standardgraphs.ices.dk/stockList.aspx,1982,2020,1982,2019,NA,NA,4460,6240,NA,NA,NA,NA,Medium,0.299538,0.680767,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 11 ; type of abundance: SSB/B40cm,
North America,Gulf of Mexico,Gulf of Mexico,Vermilion snapper - Gulf of Mexico,NA,Vermilion snapper,Rhomboplites aurorubens,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1950,2017,1970,2010,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.314643,0.715097,0.7,0.8,NA,NA,NA,0.05,0.45,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis. CPUE in number of eggs. RF OK,
North America,Southeast Shelf,Southern Atlantic Coast,Vermilion snapper - Southern Atlantic Coast,NA,Vermilion snapper,Rhomboplites aurorubens,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1946,2016,1970,2016,NA,NA,NA,NA,NA,NA,0.409999996423721,NA,Medium,0.314643,0.715097,0.75,0.85,NA,NA,NA,0.2,0.5,CPUE,NA,FALSE,NOAA Assessment model: Beaufort Statistical Catch-at-Age Model. RF OK,
